,county,state,count
1878,Montgomery,Mississippi,75
1879,Montgomery,Missouri,72
1880,Montgomery,New York,82
1881,Montgomery,North Carolina,73
1882,Montgomery,Ohio,78
1883,Montgomery,Pennsylvania,90
1884,Montgomery,Tennessee,78
1885,Montgomery,Texas,87
1886,Montgomery,Virginia,69
1887,Montmorency,Michigan,53
1888,Montour,Pennsylvania,76
1889,Montrose,Colorado,76
1890,Moody,South Dakota,50
1891,Moore,North Carolina,79
1892,Moore,Tennessee,51
1893,Moore,Texas,67
1894,Morehouse,Louisiana,72
1895,Morgan,Alabama,73
1896,Morgan,Colorado,78
1897,Morgan,Georgia,74
1898,Morgan,Illinois,72
1899,Morgan,Indiana,75
1900,Morgan,Kentucky,54
1901,Morgan,Missouri,67
1902,Morgan,Ohio,60
1903,Morgan,Tennessee,69
1904,Morgan,Utah,71
1905,Morgan,West Virginia,68
1906,Morrill,Nebraska,51
1907,Morris,Kansas,78
1908,Morris,New Jersey,85
1909,Morris,Texas,74
1910,Morrison,Minnesota,47
1911,Morrow,Ohio,65
1912,Morrow,Oregon,70
1913,Morton,Kansas,60
1914,Morton,North Dakota,79
1915,Motley,Texas,53
1916,Moultrie,Illinois,64
1917,Mountrail,North Dakota,69
1918,Mower,Minnesota,78
1919,Muhlenberg,Kentucky,73
1920,Multnomah,Oregon,87
1921,Murray,Georgia,69
1922,Murray,Minnesota,60
1923,Murray,Oklahoma,56
1924,Muscatine,Iowa,78
1925,Muscogee,Georgia,77
1926,Muskegon,Michigan,74
1927,Muskingum,Ohio,71
1928,Muskogee,Oklahoma,75
1929,Musselshell,Montana,66
1930,Nacogdoches,Texas,71
1931,Nance,Nebraska,50
1932,Nantucket,Massachusetts,76
1933,Napa,California,100
1934,Nash,North Carolina,75
1935,Nassau,Florida,87
1936,Nassau,New York,92
1937,Natchitoches,Louisiana,74
1938,Natrona,Wyoming,77
1939,Navajo,Arizona,80
1940,Navarro,Texas,70
1941,Nelson,Kentucky,83
1942,Nelson,North Dakota,47
1943,Nelson,Virginia,72
1944,Nemaha,Kansas,38
1945,Nemaha,Nebraska,78
1946,Neosho,Kansas,72
1947,Neshoba,Mississippi,70
1948,Ness,Kansas,18
1949,Nevada,Arkansas,68
1950,Nevada,California,81
1951,New Castle,Delaware,86
1952,New Hanover,North Carolina,79
1953,New Haven,Connecticut,83
1954,New Kent,Virginia,69
1955,New London,Connecticut,77
1956,New Madrid,Missouri,64
1957,New York City,New York,96
1958,Newaygo,Michigan,74
1959,Newberry,South Carolina,76
1960,Newport,Rhode Island,72
1961,Newport News city,Virginia,77
1962,Newton,Arkansas,67
1963,Newton,Georgia,82
1964,Newton,Indiana,69
1965,Newton,Mississippi,73
1966,Newton,Missouri,72
1967,Newton,Texas,65
1968,Nez Perce,Idaho,72
1969,Niagara,New York,77
1970,Nicholas,Kentucky,69
1971,Nicholas,West Virginia,59
1972,Nicollet,Minnesota,80
1973,Niobrara,Wyoming,56
1974,Noble,Indiana,88
1975,Noble,Ohio,57
1976,Noble,Oklahoma,75
1977,Nobles,Minnesota,56
1978,Nodaway,Missouri,62
1979,Nolan,Texas,42
1980,Nome Census Area,Alaska,51
1981,Norfolk,Massachusetts,95
1982,Norfolk city,Virginia,77
1983,Norman,Minnesota,51
1984,North Slope Borough,Alaska,8
1985,Northampton,North Carolina,72
1986,Northampton,Pennsylvania,85
1987,Northampton,Virginia,71
1988,Northumberland,Pennsylvania,70
1989,Northumberland,Virginia,69
1990,Northwest Arctic Borough,Alaska,16
1991,Norton,Kansas,35
1992,Norton city,Virginia,45
1993,Nottoway,Virginia,72
1994,Nowata,Oklahoma,69
1995,Noxubee,Mississippi,73
1996,Nuckolls,Nebraska,20
1997,Nueces,Texas,73
1998,Nye,Nevada,77
1999,O'Brien,Iowa,64
2000,Oakland,Michigan,87
2001,Obion,Tennessee,68
2002,Ocean,New Jersey,84
2003,Oceana,Michigan,71
2004,Ochiltree,Texas,42
2005,Oconee,Georgia,77
2006,Oconee,South Carolina,74
2007,Oconto,Wisconsin,66
2008,Ogemaw,Michigan,71
2009,Oglala Lakota,South Dakota,58
2010,Ogle,Illinois,66
2011,Oglethorpe,Georgia,66
2012,Ohio,Indiana,73
2013,Ohio,Kentucky,62
2014,Ohio,West Virginia,72
2015,Okaloosa,Florida,90
2016,Okanogan,Washington,72
2017,Okeechobee,Florida,65
2018,Okfuskee,Oklahoma,56
2019,Oklahoma,Oklahoma,84
2020,Okmulgee,Oklahoma,71
2021,Oktibbeha,Mississippi,75
2022,Oldham,Kentucky,75
2023,Oldham,Texas,76
2024,Oliver,North Dakota,67
2025,Olmsted,Minnesota,86
2026,Oneida,New York,77
2027,Oneida,Wisconsin,69
2028,Onondaga,New York,81
2029,Onslow,North Carolina,85
2030,Ontario,New York,81
2031,Orange,California,132
2032,Orange,Florida,84
2033,Orange,Indiana,71
2034,Orange,New York,85
2035,Orange,North Carolina,77
2036,Orange,Texas,72
2037,Orange,Vermont,81
2038,Orange,Virginia,72
2039,Orangeburg,South Carolina,77
2040,Oregon,Missouri,59
2041,Orleans,Louisiana,87
2042,Orleans,New York,73
2043,Orleans,Vermont,73
2044,Osage,Kansas,70
2045,Osage,Missouri,67
2046,Osage,Oklahoma,72
2047,Osborne,Kansas,63
2048,Osceola,Florida,84
2049,Osceola,Iowa,56
2050,Osceola,Michigan,69
2051,Oscoda,Michigan,66
2052,Oswego,New York,74
2053,Otero,Colorado,72
2054,Otero,New Mexico,65
2055,Otoe,Nebraska,64
2056,Otsego,Michigan,80
2057,Otsego,New York,74
2058,Ottawa,Kansas,70
2059,Ottawa,Michigan,82
2060,Ottawa,Ohio,69
2061,Ottawa,Oklahoma,71
2062,Otter Tail,Minnesota,68
2063,Ouachita,Arkansas,64
2064,Ouachita,Louisiana,76
2065,Ouray,Colorado,62
2066,Outagamie,Wisconsin,81
2067,Overton,Tennessee,73
2068,Owen,Indiana,78
2069,Owen,Kentucky,38
2070,Owsley,Kentucky,54
2071,Owyhee,Idaho,68
2072,Oxford,Maine,80
2073,Ozaukee,Wisconsin,78
2074,Pacific,Washington,56
2075,Page,Iowa,71
2076,Page,Virginia,66
2077,Palm Beach,Florida,85
2078,Palo Alto,Iowa,28
2079,Palo Pinto,Texas,64
2080,Pamlico,North Carolina,68
2081,Panola,Mississippi,76
2082,Panola,Texas,64
2083,Park,Colorado,77
2084,Park,Montana,70
2085,Park,Wyoming,80
2086,Parke,Indiana,63
2087,Parker,Texas,73
2088,Parmer,Texas,47
2089,Pasco,Florida,87
2090,Pasquotank,North Carolina,77
2091,Passaic,New Jersey,89
2092,Patrick,Virginia,45
2093,Paulding,Georgia,81
2094,Paulding,Ohio,60
2095,Pawnee,Kansas,2
2096,Pawnee,Oklahoma,80
2097,Payette,Idaho,72
2098,Payne,Oklahoma,82
2099,Peach,Georgia,78
2100,Pearl River,Mississippi,84
2101,Pecos,Texas,60
2102,Pembina,North Dakota,41
2103,Pemiscot,Missouri,73
2104,Pend Oreille,Washington,64
2105,Pender,North Carolina,61
2106,Pendleton,Kentucky,64
2107,Pendleton,West Virginia,64
2108,Pennington,Minnesota,45
2109,Pennington,South Dakota,74
2110,Penobscot,Maine,79
2111,Peoria,Illinois,81
2112,Pepin,Wisconsin,22
2113,Perquimans,North Carolina,69
2114,Perry,Alabama,57
2115,Perry,Arkansas,68
2116,Perry,Illinois,55
2117,Perry,Indiana,56
2118,Perry,Kentucky,62
2119,Perry,Mississippi,79
2120,Perry,Missouri,74
2121,Perry,Ohio,66
2122,Perry,Pennsylvania,69
2123,Perry,Tennessee,75
2124,Pershing,Nevada,8
2125,Person,North Carolina,70
2126,Petersburg Borough,Alaska,60
2127,Petersburg city,Virginia,67
2128,Pettis,Missouri,70
2129,Phelps,Missouri,60
2130,Phelps,Nebraska,61
2131,Philadelphia,Pennsylvania,87
2132,Phillips,Arkansas,61
2133,Phillips,Colorado,67
2134,Phillips,Kansas,55
2135,Piatt,Illinois,64
2136,Pickaway,Ohio,72
2137,Pickens,Alabama,72
2138,Pickens,Georgia,77
2139,Pickens,South Carolina,77
2140,Pickett,Tennessee,26
2141,Pierce,Georgia,74
2142,Pierce,Nebraska,55
2143,Pierce,North Dakota,77
2144,Pierce,Washington,91
2145,Pierce,Wisconsin,88
2146,Pike,Alabama,72
2147,Pike,Arkansas,73
2148,Pike,Georgia,69
2149,Pike,Illinois,62
2150,Pike,Indiana,54
2151,Pike,Kentucky,61
2152,Pike,Mississippi,77
2153,Pike,Missouri,67
2154,Pike,Ohio,69
2155,Pike,Pennsylvania,85
2156,Pima,Arizona,88
2157,Pinal,Arizona,91
2158,Pine,Minnesota,58
2159,Pinellas,Florida,87
2160,Pipestone,Minnesota,61
2161,Piscataquis,Maine,47
2162,Pitkin,Colorado,86
2163,Pitt,North Carolina,77
2164,Pittsburg,Oklahoma,70
2165,Pittsylvania,Virginia,71
2166,Piute,Utah,29
2167,Placer,California,95
2168,Plaquemines,Louisiana,78
2169,Platte,Missouri,72
2170,Platte,Nebraska,69
2171,Platte,Wyoming,15
2172,Pleasants,West Virginia,70
2173,Plumas,California,66
2174,Plymouth,Iowa,63
2175,Plymouth,Massachusetts,82
2176,Pocahontas,Iowa,39
2177,Pocahontas,West Virginia,39
2178,Poinsett,Arkansas,78
2179,Pointe Coupee,Louisiana,71
2180,Polk,Arkansas,78
2181,Polk,Florida,80
2182,Polk,Georgia,91
2183,Polk,Iowa,82
2184,Polk,Minnesota,62
2185,Polk,Missouri,59
2186,Polk,Nebraska,57
2187,Polk,North Carolina,69
2188,Polk,Oregon,86
2189,Polk,Tennessee,64
2190,Polk,Texas,68
2191,Polk,Wisconsin,56
2192,Pondera,Montana,51
2193,Pontotoc,Mississippi,75
2194,Pontotoc,Oklahoma,74
2195,Pope,Arkansas,78
2196,Pope,Illinois,28
2197,Pope,Minnesota,31
2198,Poquoson city,Virginia,71
2199,Portage,Ohio,75
2200,Portage,Wisconsin,71
2201,Porter,Indiana,73
2202,Portsmouth city,Virginia,77
2203,Posey,Indiana,71
2204,Pottawatomie,Kansas,73
2205,Pottawatomie,Oklahoma,72
2206,Pottawattamie,Iowa,88
2207,Potter,Pennsylvania,77
2208,Potter,Texas,76
2209,Powell,Kentucky,66
2210,Power,Idaho,59
2211,Poweshiek,Iowa,75
2212,Powhatan,Virginia,69
2213,Prairie,Arkansas,63
2214,Pratt,Kansas,65
2215,Preble,Ohio,67
2216,Prentiss,Mississippi,72
2217,Presidio,Texas,11
2218,Presque Isle,Michigan,60
2219,Preston,West Virginia,73
2220,Price,Wisconsin,55
2221,Prince Edward,Virginia,85
2222,Prince George,Virginia,71
2223,Prince George's,Maryland,88
2224,Prince William,Virginia,85
2225,Prince of Wales-Hyder Census Area,Alaska,55
2226,Providence,Rhode Island,72
2227,Prowers,Colorado,57
2228,Pueblo,Colorado,84
2229,Pulaski,Arkansas,85
2230,Pulaski,Georgia,73
2231,Pulaski,Illinois,57
2232,Pulaski,Indiana,60
2233,Pulaski,Kentucky,78
2234,Pulaski,Missouri,77
2235,Pulaski,Virginia,63
2236,Pushmataha,Oklahoma,39
2237,Putnam,Florida,76
2238,Putnam,Georgia,65
2239,Putnam,Illinois,20
2240,Putnam,Indiana,75
2241,Putnam,New York,82
2242,Putnam,Ohio,60
2243,Putnam,Tennessee,76
2244,Putnam,West Virginia,76
2245,Quay,New Mexico,55
2246,Queen Anne's,Maryland,74
2247,Quitman,Georgia,63
2248,Quitman,Mississippi,71
2249,Rabun,Georgia,66
2250,Racine,Wisconsin,84
2251,Radford city,Virginia,71
2252,Rains,Texas,56
2253,Raleigh,West Virginia,72
2254,Ralls,Missouri,72
2255,Ramsey,Minnesota,91
2256,Ramsey,North Dakota,77
2257,Randall,Texas,70
2258,Randolph,Alabama,70
2259,Randolph,Arkansas,71
2260,Randolph,Georgia,77
2261,Randolph,Illinois,67
2262,Randolph,Indiana,70
2263,Randolph,Missouri,72
2264,Randolph,North Carolina,73
2265,Randolph,West Virginia,67
2266,Rankin,Mississippi,77
2267,Ransom,North Dakota,40
2268,Rapides,Louisiana,77
2269,Rappahannock,Virginia,59
2270,Ravalli,Montana,76
2271,Ray,Missouri,70
2272,Reagan,Texas,9
2273,Red Lake,Minnesota,54
2274,Red River,Louisiana,68
2275,Red River,Texas,50
2276,Red Willow,Nebraska,49
2277,Redwood,Minnesota,60
2278,Reeves,Texas,28
2279,Refugio,Texas,32
2280,Reno,Kansas,77
2281,Rensselaer,New York,80
2282,Renville,Minnesota,83
2283,Renville,North Dakota,35
2284,Republic,Kansas,61
2285,Reynolds,Missouri,67
2286,Rhea,Tennessee,49
2287,Rice,Kansas,43
2288,Rice,Minnesota,79
2289,Richardson,Nebraska,23
2290,Richland,Illinois,59
2291,Richland,Louisiana,74
2292,Richland,Montana,58
2293,Richland,North Dakota,57
2294,Richland,Ohio,78
2295,Richland,South Carolina,80
2296,Richland,Wisconsin,70
2297,Richmond,Georgia,80
2298,Richmond,North Carolina,59
2299,Richmond,Virginia,63
2300,Richmond city,Virginia,79
2301,Riley,Kansas,77
2302,Ringgold,Iowa,17
2303,Rio Arriba,New Mexico,72
2304,Rio Blanco,Colorado,63
2305,Rio Grande,Colorado,71
2306,Ripley,Indiana,75
2307,Ripley,Missouri,69
2308,Ritchie,West Virginia,33
2309,Riverside,California,90
2310,Roane,Tennessee,76
2311,Roane,West Virginia,67
2312,Roanoke,Virginia,72
2313,Roanoke city,Virginia,70
2314,Roberts,South Dakota,68
2315,Roberts,Texas,50
2316,Robertson,Tennessee,79
2317,Robertson,Texas,72
2318,Robeson,North Carolina,75
2319,Rock,Minnesota,54
2320,Rock,Wisconsin,77
2321,Rock Island,Illinois,75
2322,Rockbridge,Virginia,74
2323,Rockcastle,Kentucky,66
2324,Rockdale,Georgia,78
2325,Rockingham,New Hampshire,90
2326,Rockingham,North Carolina,66
2327,Rockingham,Virginia,75
2328,Rockland,New York,91
2329,Rockwall,Texas,71
2330,Rogers,Oklahoma,68
2331,Rolette,North Dakota,55
2332,Rooks,Kansas,59
2333,Roosevelt,Montana,78
2334,Roosevelt,New Mexico,70
2335,Roscommon,Michigan,75
2336,Roseau,Minnesota,59
2337,Rosebud,Montana,3
2338,Ross,Ohio,67
2339,Routt,Colorado,84
2340,Rowan,Kentucky,55
2341,Rowan,North Carolina,77
2342,Runnels,Texas,38
2343,Rush,Indiana,72
2344,Rusk,Texas,79
2345,Rusk,Wisconsin,63
2346,Russell,Alabama,72
2347,Russell,Kentucky,66
2348,Russell,Virginia,60
2349,Rutherford,North Carolina,67
2350,Rutherford,Tennessee,84
2351,Rutland,Vermont,77
2352,Sabine,Louisiana,68
2353,Sabine,Texas,57
2354,Sac,Iowa,35
2355,Sacramento,California,105
2356,Sagadahoc,Maine,76
2357,Saginaw,Michigan,76
2358,Saguache,Colorado,66
2359,Salem,New Jersey,75
2360,Salem city,Virginia,64
2361,Saline,Arkansas,82
2362,Saline,Illinois,67
2363,Saline,Kansas,67
2364,Saline,Missouri,63
2365,Saline,Nebraska,52
2366,Salt Lake,Utah,101
2367,Saluda,South Carolina,78
2368,Sampson,North Carolina,80
2369,San Augustine,Texas,65
2370,San Benito,California,84
2371,San Bernardino,California,82
2372,San Diego,California,116
2373,San Francisco,California,124
2374,San Jacinto,Texas,68
2375,San Joaquin,California,87
2376,San Juan,Colorado,30
2377,San Juan,New Mexico,75
2378,San Juan,Utah,69
2379,San Juan,Washington,77
2380,San Luis Obispo,California,83
2381,San Mateo,California,95
2382,San Miguel,Colorado,77
2383,San Miguel,New Mexico,78
2384,San Patricio,Texas,72
2385,San Saba,Texas,17
2386,Sanborn,South Dakota,55
2387,Sandoval,New Mexico,83
2388,Sandusky,Ohio,74
2389,Sangamon,Illinois,83
2390,Sanilac,Michigan,72
2391,Sanpete,Utah,48
2392,Santa Barbara,California,82
2393,Santa Clara,California,126
2394,Santa Cruz,Arizona,78
2395,Santa Cruz,California,90
2396,Santa Fe,New Mexico,86
2397,Santa Rosa,Florida,92
2398,Sarasota,Florida,85
2399,Saratoga,New York,90
2400,Sargent,North Dakota,56
2401,Sarpy,Nebraska,80
2402,Sauk,Wisconsin,78
2403,Saunders,Nebraska,73
2404,Sawyer,Wisconsin,57
2405,Schenectady,New York,84
2406,Schley,Georgia,67
2407,Schoharie,New York,78
2408,Schoolcraft,Michigan,58
2409,Schuyler,Illinois,57
2410,Schuyler,Missouri,20
2411,Schuyler,New York,69
2412,Schuylkill,Pennsylvania,75
2413,Scioto,Ohio,60
2414,Scotland,Missouri,59
2415,Scotland,North Carolina,75
2416,Scott,Arkansas,66
2417,Scott,Indiana,75
2418,Scott,Iowa,75
2419,Scott,Kansas,59
2420,Scott,Kentucky,78
2421,Scott,Minnesota,78
2422,Scott,Mississippi,78
2423,Scott,Missouri,77
2424,Scott,Tennessee,76
2425,Scott,Virginia,56
2426,Scotts Bluff,Nebraska,68
2427,Screven,Georgia,66
2428,Scurry,Texas,57
2429,Searcy,Arkansas,78
2430,Sebastian,Arkansas,78
2431,Sedgwick,Kansas,78
2432,Seminole,Florida,85
2433,Seminole,Georgia,73
2434,Seminole,Oklahoma,68
2435,Seneca,New York,66
2436,Seneca,Ohio,72
2437,Sequatchie,Tennessee,65
2438,Sequoyah,Oklahoma,71
2439,Sevier,Arkansas,78
2440,Sevier,Tennessee,81
2441,Sevier,Utah,51
2442,Seward,Kansas,59
2443,Seward,Nebraska,61
2444,Shackelford,Texas,29
2445,Shannon,Missouri,9
2446,Sharkey,Mississippi,70
2447,Sharp,Arkansas,64
2448,Shasta,California,88
2449,Shawano,Wisconsin,62
2450,Shawnee,Kansas,72
2451,Sheboygan,Wisconsin,84
2452,Shelby,Alabama,82
2453,Shelby,Illinois,59
2454,Shelby,Indiana,77
2455,Shelby,Iowa,69
2456,Shelby,Kentucky,69
2457,Shelby,Missouri,72
2458,Shelby,Ohio,70
2459,Shelby,Tennessee,89
2460,Shelby,Texas,70
2461,Shenandoah,Virginia,72
2462,Sherburne,Minnesota,74
2463,Sheridan,Kansas,47
2464,Sheridan,Wyoming,86
2465,Sherman,Kansas,49
2466,Sherman,Nebraska,43
2467,Sherman,Oregon,61
2468,Sherman,Texas,50
2469,Shiawassee,Michigan,71
2470,Sibley,Minnesota,71
2471,Sierra,California,14
2472,Sierra,New Mexico,37
2473,Silver Bow,Montana,84
2474,Simpson,Kentucky,73
2475,Simpson,Mississippi,76
2476,Sioux,Iowa,75
2477,Sioux,North Dakota,69
2478,Siskiyou,California,76
2479,Sitka City and Borough,Alaska,40
2480,Skagit,Washington,87
2481,Skamania,Washington,70
2482,Slope,North Dakota,63
2483,Smith,Kansas,51
2484,Smith,Mississippi,77
2485,Smith,Tennessee,70
2486,Smith,Texas,84
2487,Smyth,Virginia,67
2488,Snohomish,Washington,136
2489,Snyder,Pennsylvania,69
2490,Socorro,New Mexico,86
2491,Solano,California,102
2492,Somerset,Maine,68
2493,Somerset,Maryland,76
2494,Somerset,New Jersey,81
2495,Somerset,Pennsylvania,73
2496,Sonoma,California,100
2497,Southampton,Virginia,71
2498,Southeast Fairbanks Census Area,Alaska,63
2499,Spalding,Georgia,77
2500,Spartanburg,South Carolina,89
2501,Spencer,Indiana,64
2502,Spencer,Kentucky,76
2503,Spink,South Dakota,64
2504,Spokane,Washington,102
2505,Spotsylvania,Virginia,83
2506,St. Bernard,Louisiana,82
2507,St. Charles,Louisiana,84
2508,St. Charles,Missouri,79
2509,St. Clair,Alabama,80
2510,St. Clair,Illinois,83
2511,St. Clair,Michigan,85
2512,St. Clair,Missouri,57
2513,St. Croix,Wisconsin,77
2514,St. Francis,Arkansas,67
2515,St. Francois,Missouri,74
2516,St. Helena,Louisiana,66
2517,St. James,Louisiana,78
2518,St. John the Baptist,Louisiana,83
2519,St. Johns,Florida,86
2520,St. Joseph,Indiana,86
2521,St. Joseph,Michigan,67
2522,St. Landry,Louisiana,78
2523,St. Lawrence,New York,75
2524,St. Louis,Minnesota,76
2525,St. Louis,Missouri,90
2526,St. Louis city,Missouri,79
2527,St. Lucie,Florida,76
2528,St. Martin,Louisiana,74
2529,St. Mary,Louisiana,76
2530,St. Mary's,Maryland,75
2531,St. Tammany,Louisiana,84
2532,Stafford,Kansas,68
2533,Stafford,Virginia,81
2534,Stanislaus,California,86
2535,Stanley,South Dakota,42
2536,Stanly,North Carolina,77
2537,Stanton,Kansas,54
2538,Stanton,Nebraska,60
2539,Stark,Illinois,58
2540,Stark,North Dakota,72
2541,Stark,Ohio,86
2542,Starke,Indiana,73
2543,Starr,Texas,70
2544,Staunton city,Virginia,62
2545,Ste. Genevieve,Missouri,66
2546,Stearns,Minnesota,85
2547,Steele,Minnesota,76
2548,Steele,North Dakota,19
2549,Stephens,Georgia,73
2550,Stephens,Oklahoma,72
2551,Stephens,Texas,56
2552,Stephenson,Illinois,75
2553,Steuben,Indiana,68
2554,Steuben,New York,76
2555,Stevens,Kansas,68
2556,Stevens,Minnesota,8
2557,Stevens,Washington,77
2558,Stewart,Georgia,66
2559,Stewart,Tennessee,62
2560,Stillwater,Montana,57
2561,Stoddard,Missouri,71
2562,Stokes,North Carolina,64
2563,Stone,Arkansas,73
2564,Stone,Mississippi,61
2565,Stone,Missouri,67
2566,Storey,Nevada,18
2567,Story,Iowa,76
2568,Strafford,New Hampshire,76
2569,Stutsman,North Dakota,58
2570,Sublette,Wyoming,69
2571,Suffolk,Massachusetts,125
2572,Suffolk,New York,89
2573,Suffolk city,Virginia,76
2574,Sullivan,Indiana,73
2575,Sullivan,Missouri,33
2576,Sullivan,New Hampshire,75
2577,Sullivan,New York,80
2578,Sullivan,Pennsylvania,62
2579,Sullivan,Tennessee,87
2580,Sully,South Dakota,54
2581,Summers,West Virginia,55
2582,Summit,Colorado,84
2583,Summit,Ohio,83
2584,Summit,Utah,83
2585,Sumner,Kansas,71
2586,Sumner,Tennessee,79
2587,Sumter,Alabama,67
2588,Sumter,Florida,79
2589,Sumter,Georgia,77
2590,Sumter,South Carolina,77
2591,Sunflower,Mississippi,75
2592,Surry,North Carolina,70
2593,Surry,Virginia,66
2594,Susquehanna,Pennsylvania,71
2595,Sussex,Delaware,80
2596,Sussex,New Jersey,78
2597,Sussex,Virginia,65
2598,Sutter,California,72
2599,Suwannee,Florida,70
2600,Swain,North Carolina,37
2601,Sweetwater,Wyoming,73
2602,Swift,Minnesota,59
2603,Swisher,Texas,68
2604,Switzerland,Indiana,69
2605,Talbot,Georgia,67
2606,Talbot,Maryland,81
2607,Taliaferro,Georgia,33
2608,Talladega,Alabama,79
2609,Tallahatchie,Mississippi,74
2610,Tallapoosa,Alabama,74
2611,Tama,Iowa,75
2612,Taney,Missouri,74
2613,Tangipahoa,Louisiana,77
2614,Taos,New Mexico,80
2615,Tarrant,Texas,87
2616,Tate,Mississippi,75
2617,Tattnall,Georgia,75
2618,Taylor,Florida,59
2619,Taylor,Georgia,72
2620,Taylor,Iowa,69
2621,Taylor,Kentucky,68
2622,Taylor,Texas,70
2623,Taylor,West Virginia,60
2624,Taylor,Wisconsin,15
2625,Tazewell,Illinois,71
2626,Tazewell,Virginia,68
2627,Tehama,California,63
2628,Telfair,Georgia,64
2629,Teller,Colorado,74
2630,Tensas,Louisiana,55
2631,Terrebonne,Louisiana,84
2632,Terrell,Georgia,77
2633,Terry,Texas,72
2634,Teton,Idaho,83
2635,Teton,Wyoming,79
2636,Texas,Missouri,7
2637,Texas,Oklahoma,68
2638,Thayer,Nebraska,7
2639,Thomas,Georgia,72
2640,Thomas,Nebraska,30
2641,Thurston,Nebraska,41
2642,Thurston,Washington,86
2643,Tift,Georgia,77
2644,Tillamook,Oregon,71
2645,Tillman,Oklahoma,62
2646,Tioga,New York,83
2647,Tioga,Pennsylvania,69
2648,Tippah,Mississippi,77
2649,Tippecanoe,Indiana,78
2650,Tipton,Indiana,75
2651,Tipton,Tennessee,77
2652,Tishomingo,Mississippi,66
2653,Titus,Texas,63
2654,Todd,Kentucky,59
2655,Todd,Minnesota,54
2656,Todd,South Dakota,70
2657,Tolland,Connecticut,78
2658,Tom Green,Texas,72
2659,Tompkins,New York,83
2660,Tooele,Utah,81
2661,Toole,Montana,71
2662,Toombs,Georgia,71
2663,Torrance,New Mexico,67
2664,Towns,Georgia,63
2665,Traill,North Dakota,29
2666,Transylvania,North Carolina,73
2667,Traverse,Minnesota,66
2668,Travis,Texas,84
2669,Trego,Kansas,14
2670,Trempealeau,Wisconsin,64
2671,Treutlen,Georgia,60
2672,Trigg,Kentucky,54
2673,Trimble,Kentucky,56
2674,Trinity,California,26
2675,Trinity,Texas,62
2676,Tripp,South Dakota,22
2677,Troup,Georgia,81
2678,Trousdale,Tennessee,69
2679,Trumbull,Ohio,85
2680,Tucker,West Virginia,78
2681,Tulare,California,85
2682,Tulsa,Oklahoma,91
2683,Tunica,Mississippi,76
2684,Tuolumne,California,68
2685,Turner,Georgia,77
2686,Turner,South Dakota,68
2687,Tuscaloosa,Alabama,84
2688,Tuscarawas,Ohio,83
2689,Tuscola,Michigan,76
2690,Twiggs,Georgia,75
2691,Twin Falls,Idaho,79
2692,Tyler,Texas,62
2693,Tyler,West Virginia,59
2694,Tyrrell,North Carolina,52
2695,Uinta,Wyoming,64
2696,Uintah,Utah,70
2697,Ulster,New York,89
2698,Umatilla,Oregon,86
2699,Unicoi,Tennessee,71
2700,Union,Arkansas,73
2701,Union,Florida,66
2702,Union,Georgia,65
2703,Union,Illinois,51
2704,Union,Indiana,62
2705,Union,Iowa,56
2706,Union,Kentucky,71
2707,Union,Louisiana,72
2708,Union,Mississippi,76
2709,Union,New Jersey,88
2710,Union,New Mexico,41
2711,Union,North Carolina,75
2712,Union,Ohio,77
2713,Union,Oregon,77
2714,Union,Pennsylvania,67
2715,Union,South Carolina,72
2716,Union,South Dakota,70
2717,Union,Tennessee,69
2718,Unknown,Alabama,1
2719,Unknown,Alaska,18
2720,Unknown,Arizona,12
2721,Unknown,Arkansas,77
2722,Unknown,California,17
2723,Unknown,Colorado,64
2724,Unknown,Connecticut,67
2725,Unknown,Delaware,55
2726,Unknown,Florida,72
2727,Unknown,Georgia,76
2728,Unknown,Guam,82
2729,Unknown,Hawaii,25
2730,Unknown,Idaho,4
2731,Unknown,Illinois,49
2732,Unknown,Indiana,2
2733,Unknown,Iowa,39
2734,Unknown,Kansas,8
2735,Unknown,Kentucky,42
2736,Unknown,Louisiana,79
2737,Unknown,Maine,70
2738,Unknown,Maryland,51
2739,Unknown,Massachusetts,81
2740,Unknown,Michigan,71
2741,Unknown,Minnesota,70
2742,Unknown,Mississippi,4
2743,Unknown,Missouri,36
2744,Unknown,Nebraska,40
2745,Unknown,Nevada,57
2746,Unknown,New Hampshire,58
2747,Unknown,New Jersey,85
2748,Unknown,New Mexico,12
2749,Unknown,New York,7
2750,Unknown,North Dakota,13
2751,Unknown,Northern Mariana Islands,69
2752,Unknown,Ohio,1
2753,Unknown,Oregon,2
2754,Unknown,Pennsylvania,3
2755,Unknown,Puerto Rico,84
2756,Unknown,Rhode Island,96
2757,Unknown,South Dakota,3
2758,Unknown,Tennessee,50
2759,Unknown,Utah,68
2760,Unknown,Vermont,74
2761,Unknown,Virgin Islands,83
2762,Unknown,Virginia,55
2763,Unknown,Washington,14
2764,Upshur,Texas,77
2765,Upshur,West Virginia,71
2766,Upson,Georgia,70
2767,Utah,Utah,82
2768,Uvalde,Texas,70
2769,Val Verde,Texas,71
2770,Valdez-Cordova Census Area,Alaska,29
2771,Valencia,New Mexico,70
2772,Valley,Idaho,75
2773,Valley,Nebraska,39
2774,Van Buren,Arkansas,78
2775,Van Buren,Iowa,67
2776,Van Buren,Michigan,72
2777,Van Buren,Tennessee,53
2778,Van Wert,Ohio,69
2779,Van Zandt,Texas,78
2780,Vance,North Carolina,74
